city_id,city_name,state,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,surface_pressure
DEL,Delhi NCR,Delhi,2026-08-25T13:00,31.3,74,3.0,327,0.1,979.8
DEL,Delhi NCR,Delhi,2026-08-25T14:00,31.5,73,1.3,16,0.1,978.9
DEL,Delhi NCR,Delhi,2026-08-25T15:00,31.6,72,1.9,17,0.0,978.1
DEL,Delhi NCR,Delhi,2026-08-25T16:00,31.5,66,1.0,45,0.1,977.6
DEL,Delhi NCR,Delhi,2026-08-25T17:00,31.2,68,0.8,63,0.0,977.6
DEL,Delhi NCR,Delhi,2026-08-25T18:00,30.0,80,2.7,37,0.0,977.8
DEL,Delhi NCR,Delhi,2026-08-25T19:00,29.6,83,0.9,270,0.0,978.2
DEL,Delhi NCR,Delhi,2026-08-25T20:00,29.2,85,3.0,194,0.0,979.1
DEL,Delhi NCR,Delhi,2026-08-25T21:00,28.7,88,3.6,200,0.0,979.4
DEL,Delhi NCR,Delhi,2026-08-25T22:00,28.4,90,3.6,198,0.0,979.5
DEL,Delhi NCR,Delhi,2026-08-25T23:00,28.0,92,3.6,237,0.0,979.4
DEL,Delhi NCR,Delhi,2026-08-26T00:00,27.8,92,3.7,219,0.0,979.3
DEL,Delhi NCR,Delhi,2026-08-26T01:00,27.7,92,4.0,249,0.0,978.9
DEL,Delhi NCR,Delhi,2026-08-26T02:00,27.6,91,3.1,187,0.0,978.6
DEL,Delhi NCR,Delhi,2026-08-26T03:00,27.3,93,2.7,180,0.0,978.1
DEL,Delhi NCR,Delhi,2026-08-26T04:00,27.2,93,2.4,243,0.0,977.9
DEL,Delhi NCR,Delhi,2026-08-26T05:00,27.1,94,2.8,342,0.0,978.4
DEL,Delhi NCR,Delhi,2026-08-26T06:00,27.3,93,2.8,325,0.0,978.9
DEL,Delhi NCR,Delhi,2026-08-26T07:00,28.1,90,1.5,30,0.0,979.5
DEL,Delhi NCR,Delhi,2026-08-26T08:00,27.6,89,6.3,162,0.0,980.0
DEL,Delhi NCR,Delhi,2026-08-26T09:00,27.3,91,4.2,280,2.3,980.3
DEL,Delhi NCR,Delhi,2026-08-26T10:00,28.5,85,0.2,180,0.7,980.5
DEL,Delhi NCR,Delhi,2026-08-26T11:00,30.5,77,1.0,22,0.1,980.3
DEL,Delhi NCR,Delhi,2026-08-26T12:00,31.6,74,1.3,344,0.0,979.5
DEL,Delhi NCR,Delhi,2026-08-26T13:00,32.0,71,1.8,11,0.1,978.5
DEL,Delhi NCR,Delhi,2026-08-26T14:00,32.3,70,1.8,354,0.0,977.6
DEL,Delhi NCR,Delhi,2026-08-26T15:00,32.6,66,2.3,331,0.0,976.8
DEL,Delhi NCR,Delhi,2026-08-26T16:00,32.4,65,4.2,310,0.0,975.9
DEL,Delhi NCR,Delhi,2026-08-26T17:00,32.1,68,3.9,336,0.0,975.5
DEL,Delhi NCR,Delhi,2026-08-26T18:00,31.3,78,2.0,333,0.0,975.6
DEL,Delhi NCR,Delhi,2026-08-26T19:00,30.3,82,2.2,189,0.0,975.9
DEL,Delhi NCR,Delhi,2026-08-26T20:00,29.6,85,4.9,178,0.0,976.9
DEL,Delhi NCR,Delhi,2026-08-26T21:00,29.0,89,7.0,181,0.0,977.7
DEL,Delhi NCR,Delhi,2026-08-26T22:00,28.5,90,7.0,180,0.0,978.1
DEL,Delhi NCR,Delhi,2026-08-26T23:00,28.2,91,6.5,193,0.0,977.8
DEL,Delhi NCR,Delhi,2026-08-27T00:00,27.9,92,6.8,192,0.0,977.4
DEL,Delhi NCR,Delhi,2026-08-27T01:00,27.7,92,6.5,204,0.0,976.9
DEL,Delhi NCR,Delhi,2026-08-27T02:00,27.6,91,6.1,210,0.0,976.5
DEL,Delhi NCR,Delhi,2026-08-27T03:00,27.6,90,5.4,188,0.0,976.8
DEL,Delhi NCR,Delhi,2026-08-27T04:00,27.5,90,6.4,209,0.0,976.6
DEL,Delhi NCR,Delhi,2026-08-27T05:00,27.2,90,4.3,237,0.0,976.8
DEL,Delhi NCR,Delhi,2026-08-27T06:00,27.3,89,6.3,255,0.0,977.4
DEL,Delhi NCR,Delhi,2026-08-27T07:00,28.1,86,2.3,356,0.0,978.2
DEL,Delhi NCR,Delhi,2026-08-27T08:00,29.1,80,2.3,315,0.0,978.8
DEL,Delhi NCR,Delhi,2026-08-27T09:00,30.4,74,3.7,299,0.0,979.1
DEL,Delhi NCR,Delhi,2026-08-27T10:00,31.6,69,3.8,295,0.0,979.3
DEL,Delhi NCR,Delhi,2026-08-27T11:00,32.7,65,4.5,293,0.0,978.8
DEL,Delhi NCR,Delhi,2026-08-27T12:00,33.7,60,5.4,300,0.0,977.8
DEL,Delhi NCR,Delhi,2026-08-27T13:00,34.4,55,6.6,305,0.0,976.9
DEL,Delhi NCR,Delhi,2026-08-27T14:00,34.7,52,8.4,305,0.0,975.9
DEL,Delhi NCR,Delhi,2026-08-27T15:00,34.6,53,8.4,305,0.0,974.9
DEL,Delhi NCR,Delhi,2026-08-27T16:00,34.3,55,7.7,306,0.0,974.4
DEL,Delhi NCR,Delhi,2026-08-27T17:00,33.5,62,6.1,310,0.0,974.3
DEL,Delhi NCR,Delhi,2026-08-27T18:00,32.3,71,3.1,306,0.0,974.6
DEL,Delhi NCR,Delhi,2026-08-27T19:00,31.7,72,1.3,286,0.0,975.2
DEL,Delhi NCR,Delhi,2026-08-27T20:00,31.3,74,0.8,135,0.0,976.0
DEL,Delhi NCR,Delhi,2026-08-27T21:00,30.5,78,2.5,150,0.0,976.6
DEL,Delhi NCR,Delhi,2026-08-27T22:00,29.9,80,5.1,184,0.0,976.6
DEL,Delhi NCR,Delhi,2026-08-27T23:00,29.5,80,5.8,178,0.0,976.7
DEL,Delhi NCR,Delhi,2026-08-28T00:00,29.1,81,4.7,189,0.0,976.3
DEL,Delhi NCR,Delhi,2026-08-28T01:00,28.8,82,5.3,208,0.0,976.1
DEL,Delhi NCR,Delhi,2026-08-28T02:00,28.5,80,7.0,249,0.0,975.8
DEL,Delhi NCR,Delhi,2026-08-28T03:00,28.4,75,8.6,270,0.0,976.0
DEL,Delhi NCR,Delhi,2026-08-28T04:00,28.0,75,8.7,275,0.0,976.3
DEL,Delhi NCR,Delhi,2026-08-28T05:00,27.4,77,8.0,278,0.0,976.6
DEL,Delhi NCR,Delhi,2026-08-28T06:00,27.3,78,7.7,279,0.0,977.2
DEL,Delhi NCR,Delhi,2026-08-28T07:00,28.1,76,7.7,282,0.0,977.9
DEL,Delhi NCR,Delhi,2026-08-28T08:00,29.2,72,8.4,285,0.0,978.3
DEL,Delhi NCR,Delhi,2026-08-28T09:00,30.3,68,8.0,290,0.0,979.0
DEL,Delhi NCR,Delhi,2026-08-28T10:00,31.5,66,7.5,297,0.0,978.9
DEL,Delhi NCR,Delhi,2026-08-28T11:00,32.6,63,6.0,295,0.0,978.3
DEL,Delhi NCR,Delhi,2026-08-28T12:00,33.5,60,5.6,291,0.0,977.5
DEL,Delhi NCR,Delhi,2026-08-28T13:00,34.2,57,6.8,288,0.0,976.5
DEL,Delhi NCR,Delhi,2026-08-28T14:00,34.5,55,8.7,297,0.0,975.7
DEL,Delhi NCR,Delhi,2026-08-28T15:00,34.4,54,8.3,300,0.0,975.2
DEL,Delhi NCR,Delhi,2026-08-28T16:00,34.0,56,8.7,300,0.1,975.0
DEL,Delhi NCR,Delhi,2026-08-28T17:00,33.3,62,6.9,295,0.0,974.9
DEL,Delhi NCR,Delhi,2026-08-28T18:00,32.5,67,4.6,291,0.0,975.3
DEL,Delhi NCR,Delhi,2026-08-28T19:00,31.6,73,1.6,270,0.0,976.2
DEL,Delhi NCR,Delhi,2026-08-28T20:00,30.8,78,1.5,173,0.0,976.8
DEL,Delhi NCR,Delhi,2026-08-28T21:00,30.2,81,2.4,163,0.0,977.1
DEL,Delhi NCR,Delhi,2026-08-28T22:00,29.8,83,3.1,173,0.0,977.3
DEL,Delhi NCR,Delhi,2026-08-28T23:00,29.3,83,3.5,189,0.0,977.2
DEL,Delhi NCR,Delhi,2026-08-29T00:00,28.9,83,4.0,216,0.0,977.0
DEL,Delhi NCR,Delhi,2026-08-29T01:00,28.5,81,5.4,240,0.0,976.7
DEL,Delhi NCR,Delhi,2026-08-29T02:00,28.0,80,6.8,252,0.0,976.5
DEL,Delhi NCR,Delhi,2026-08-29T03:00,27.4,80,7.4,257,0.0,976.4
DEL,Delhi NCR,Delhi,2026-08-29T04:00,26.8,80,7.4,263,0.0,976.5
DEL,Delhi NCR,Delhi,2026-08-29T05:00,26.5,80,7.6,267,0.0,976.7
DEL,Delhi NCR,Delhi,2026-08-29T06:00,26.9,79,7.9,269,0.0,977.2
DEL,Delhi NCR,Delhi,2026-08-29T07:00,27.7,76,8.3,270,0.0,977.9
DEL,Delhi NCR,Delhi,2026-08-29T08:00,28.7,73,8.3,272,0.0,978.5
DEL,Delhi NCR,Delhi,2026-08-29T09:00,30.0,69,8.0,279,0.0,978.8
DEL,Delhi NCR,Delhi,2026-08-29T10:00,31.6,64,7.6,289,0.0,979.0
DEL,Delhi NCR,Delhi,2026-08-29T11:00,33.0,60,7.5,294,0.0,978.8
DEL,Delhi NCR,Delhi,2026-08-29T12:00,33.9,56,7.5,290,0.0,978.1
DEL,Delhi NCR,Delhi,2026-08-29T13:00,34.5,53,7.5,280,0.0,977.1
DEL,Delhi NCR,Delhi,2026-08-29T14:00,34.8,51,7.6,273,0.0,976.2
DEL,Delhi NCR,Delhi,2026-08-29T15:00,34.7,52,7.7,270,0.0,975.5
DEL,Delhi NCR,Delhi,2026-08-29T16:00,34.3,53,7.9,267,0.0,975.0
DEL,Delhi NCR,Delhi,2026-08-29T17:00,33.7,57,7.4,264,0.0,974.8
DEL,Delhi NCR,Delhi,2026-08-29T18:00,32.9,62,5.6,255,0.0,975.0
DEL,Delhi NCR,Delhi,2026-08-29T19:00,31.9,69,3.7,231,0.0,975.4
DEL,Delhi NCR,Delhi,2026-08-29T20:00,31.0,75,3.3,202,0.0,975.8
DEL,Delhi NCR,Delhi,2026-08-29T21:00,30.3,76,4.0,198,0.0,976.1
DEL,Delhi NCR,Delhi,2026-08-29T22:00,29.8,75,4.9,208,0.0,976.3
DEL,Delhi NCR,Delhi,2026-08-29T23:00,29.3,75,5.8,219,0.0,976.3
DEL,Delhi NCR,Delhi,2026-08-30T00:00,28.9,76,6.8,233,0.0,975.9
DEL,Delhi NCR,Delhi,2026-08-30T01:00,28.6,76,8.4,245,0.0,975.3
DEL,Delhi NCR,Delhi,2026-08-30T02:00,28.3,76,9.7,252,0.0,975.0
DEL,Delhi NCR,Delhi,2026-08-30T03:00,27.8,76,10.4,255,0.0,975.0
DEL,Delhi NCR,Delhi,2026-08-30T04:00,27.4,76,10.5,257,0.0,975.0
DEL,Delhi NCR,Delhi,2026-08-30T05:00,27.3,75,10.6,259,0.0,975.3
DEL,Delhi NCR,Delhi,2026-08-30T06:00,27.8,73,10.5,263,0.0,975.9
DEL,Delhi NCR,Delhi,2026-08-30T07:00,28.6,70,10.3,268,0.0,976.6
DEL,Delhi NCR,Delhi,2026-08-30T08:00,29.6,67,9.7,272,0.0,977.2
DEL,Delhi NCR,Delhi,2026-08-30T09:00,30.9,63,8.9,278,0.0,977.6
DEL,Delhi NCR,Delhi,2026-08-30T10:00,32.5,59,7.8,285,0.0,977.9
DEL,Delhi NCR,Delhi,2026-08-30T11:00,33.8,55,7.1,286,0.0,977.8
DEL,Delhi NCR,Delhi,2026-08-30T12:00,34.7,53,6.9,277,0.0,977.2
DEL,Delhi NCR,Delhi,2026-08-30T13:00,35.5,50,7.5,262,0.0,976.2
DEL,Delhi NCR,Delhi,2026-08-30T14:00,35.8,49,8.3,254,0.0,975.5
DEL,Delhi NCR,Delhi,2026-08-30T15:00,35.7,48,9.2,254,0.0,974.9
DEL,Delhi NCR,Delhi,2026-08-30T16:00,35.2,49,10.2,257,0.0,974.4
DEL,Delhi NCR,Delhi,2026-08-30T17:00,34.5,51,10.0,257,0.0,974.2
DEL,Delhi NCR,Delhi,2026-08-30T18:00,33.8,55,7.8,255,0.0,974.8
DEL,Delhi NCR,Delhi,2026-08-30T19:00,33.0,63,4.8,245,0.0,975.6
DEL,Delhi NCR,Delhi,2026-08-30T20:00,32.1,69,2.7,217,0.0,976.3
DEL,Delhi NCR,Delhi,2026-08-30T21:00,31.2,74,2.9,176,0.0,976.7
DEL,Delhi NCR,Delhi,2026-08-30T22:00,30.2,77,4.3,158,0.0,976.9
DEL,Delhi NCR,Delhi,2026-08-30T23:00,29.6,80,5.3,152,0.0,977.1
DEL,Delhi NCR,Delhi,2026-08-31T00:00,29.4,78,3.1,204,0.0,976.8
DEL,Delhi NCR,Delhi,2026-08-31T01:00,28.7,78,3.6,225,0.0,976.7
DEL,Delhi NCR,Delhi,2026-08-31T02:00,28.1,78,4.5,241,0.0,976.6
DEL,Delhi NCR,Delhi,2026-08-31T03:00,27.6,77,5.9,252,0.0,976.4
DEL,Delhi NCR,Delhi,2026-08-31T04:00,27.3,75,7.1,260,0.0,976.4
DEL,Delhi NCR,Delhi,2026-08-31T05:00,27.4,73,7.8,265,0.0,976.4
DEL,Delhi NCR,Delhi,2026-08-31T06:00,28.1,70,7.9,270,0.0,976.7
DEL,Delhi NCR,Delhi,2026-08-31T07:00,29.2,66,7.6,277,0.0,977.0
DEL,Delhi NCR,Delhi,2026-08-31T08:00,30.5,62,7.3,286,0.0,977.5
DEL,Delhi NCR,Delhi,2026-08-31T09:00,31.9,58,7.1,294,0.0,977.9
DEL,Delhi NCR,Delhi,2026-08-31T10:00,33.2,55,6.9,300,0.0,978.2
DEL,Delhi NCR,Delhi,2026-08-31T11:00,34.0,53,6.7,304,0.0,978.3
DEL,Delhi NCR,Delhi,2026-08-31T12:00,34.4,52,6.6,303,0.2,978.0
DEL,Delhi NCR,Delhi,2026-08-31T13:00,34.7,52,6.8,299,0.2,977.5
DEL,Delhi NCR,Delhi,2026-08-31T14:00,34.8,52,6.8,292,0.2,976.7
DEL,Delhi NCR,Delhi,2026-08-31T15:00,34.7,52,6.7,284,0.2,976.0
DEL,Delhi NCR,Delhi,2026-08-31T16:00,34.5,53,6.5,278,0.2,975.5
DEL,Delhi NCR,Delhi,2026-08-31T17:00,34.1,55,5.9,272,0.2,975.3
DEL,Delhi NCR,Delhi,2026-08-31T18:00,33.4,58,4.7,263,0.1,975.4
DEL,Delhi NCR,Delhi,2026-08-31T19:00,32.5,63,3.0,245,0.1,975.9
DEL,Delhi NCR,Delhi,2026-08-31T20:00,31.4,69,2.1,195,0.1,976.6
DEL,Delhi NCR,Delhi,2026-08-31T21:00,30.3,75,3.2,146,0.1,977.2
DEL,Delhi NCR,Delhi,2026-08-31T22:00,29.3,82,4.8,132,0.1,977.8
DEL,Delhi NCR,Delhi,2026-08-31T23:00,28.5,87,5.9,125,0.1,978.3
LKO,Lucknow,Uttar Pradesh,2026-08-25T00:00,27.3,95,3.6,131,0.0,989.6
LKO,Lucknow,Uttar Pradesh,2026-08-25T01:00,27.2,95,3.1,114,0.0,989.4
LKO,Lucknow,Uttar Pradesh,2026-08-25T02:00,27.3,95,0.5,270,0.0,989.0
LKO,Lucknow,Uttar Pradesh,2026-08-25T03:00,27.2,96,1.6,297,0.0,989.1
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00,26.4,97,6.9,105,1.7,989.8
LKO,Lucknow,Uttar Pradesh,2026-08-25T05:00,26.4,97,6.3,15,1.1,989.2
LKO,Lucknow,Uttar Pradesh,2026-08-25T06:00,26.5,97,7.7,11,0.5,989.8
LKO,Lucknow,Uttar Pradesh,2026-08-25T07:00,26.6,96,9.2,356,0.2,990.2
LKO,Lucknow,Uttar Pradesh,2026-08-25T08:00,27.0,94,9.4,23,0.6,990.6
LKO,Lucknow,Uttar Pradesh,2026-08-25T09:00,27.1,93,9.6,56,1.7,990.7
LKO,Lucknow,Uttar Pradesh,2026-08-25T10:00,27.5,91,10.6,67,2.3,990.6
LKO,Lucknow,Uttar Pradesh,2026-08-25T11:00,29.1,86,10.3,57,0.3,990.4
LKO,Lucknow,Uttar Pradesh,2026-08-25T12:00,29.3,86,8.8,41,0.5,989.3
LKO,Lucknow,Uttar Pradesh,2026-08-25T13:00,30.0,83,9.0,29,0.5,988.7
LKO,Lucknow,Uttar Pradesh,2026-08-25T14:00,28.4,90,8.3,89,3.7,987.4
LKO,Lucknow,Uttar Pradesh,2026-08-25T15:00,27.2,93,7.8,86,4.6,987.2
LKO,Lucknow,Uttar Pradesh,2026-08-25T16:00,27.0,94,8.7,45,0.4,986.4
LKO,Lucknow,Uttar Pradesh,2026-08-25T17:00,27.4,92,6.1,23,0.2,986.8
LKO,Lucknow,Uttar Pradesh,2026-08-25T18:00,27.4,93,5.9,12,0.1,987.3
LKO,Lucknow,Uttar Pradesh,2026-08-25T19:00,27.4,95,6.8,29,0.3,987.8
LKO,Lucknow,Uttar Pradesh,2026-08-25T20:00,27.7,94,8.5,61,0.0,989.1
LKO,Lucknow,Uttar Pradesh,2026-08-25T21:00,27.5,96,7.5,82,1.0,989.3
LKO,Lucknow,Uttar Pradesh,2026-08-25T22:00,26.9,98,6.0,95,1.3,989.6
LKO,Lucknow,Uttar Pradesh,2026-08-25T23:00,26.2,98,4.8,103,2.6,989.5
LKO,Lucknow,Uttar Pradesh,2026-08-26T00:00,25.8,98,2.4,13,7.1,989.4
LKO,Lucknow,Uttar Pradesh,2026-08-26T01:00,25.7,98,5.0,19,0.5,988.6
LKO,Lucknow,Uttar Pradesh,2026-08-26T02:00,25.8,99,6.8,32,0.5,988.1
LKO,Lucknow,Uttar Pradesh,2026-08-26T03:00,26.4,96,6.3,66,0.4,987.7
LKO,Lucknow,Uttar Pradesh,2026-08-26T04:00,26.1,97,8.7,112,1.1,987.5
LKO,Lucknow,Uttar Pradesh,2026-08-26T05:00,25.5,98,7.0,136,1.3,988.1
LKO,Lucknow,Uttar Pradesh,2026-08-26T06:00,25.3,97,4.2,175,7.5,989.3
LKO,Lucknow,Uttar Pradesh,2026-08-26T07:00,25.8,95,8.0,84,2.4,989.2
LKO,Lucknow,Uttar Pradesh,2026-08-26T08:00,26.5,94,9.5,71,0.8,989.8
LKO,Lucknow,Uttar Pradesh,2026-08-26T09:00,27.6,89,9.7,89,0.5,990.1
LKO,Lucknow,Uttar Pradesh,2026-08-26T10:00,28.7,85,11.0,100,0.4,989.9
LKO,Lucknow,Uttar Pradesh,2026-08-26T11:00,30.0,80,8.5,92,0.2,989.5
LKO,Lucknow,Uttar Pradesh,2026-08-26T12:00,30.8,76,7.6,86,0.3,988.6
LKO,Lucknow,Uttar Pradesh,2026-08-26T13:00,27.8,90,6.8,132,3.2,987.7
LKO,Lucknow,Uttar Pradesh,2026-08-26T14:00,27.8,92,4.0,288,2.7,986.5
LKO,Lucknow,Uttar Pradesh,2026-08-26T15:00,29.0,87,5.7,316,0.2,985.2
LKO,Lucknow,Uttar Pradesh,2026-08-26T16:00,29.2,88,3.1,77,0.5,984.8
LKO,Lucknow,Uttar Pradesh,2026-08-26T17:00,28.2,94,6.5,354,2.1,985.5
LKO,Lucknow,Uttar Pradesh,2026-08-26T18:00,27.6,96,6.9,14,0.1,986.2
LKO,Lucknow,Uttar Pradesh,2026-08-26T19:00,27.0,96,8.0,31,0.0,987.1
LKO,Lucknow,Uttar Pradesh,2026-08-26T20:00,26.7,95,10.2,67,0.0,988.0
LKO,Lucknow,Uttar Pradesh,2026-08-26T21:00,26.2,97,7.3,17,1.9,988.9
LKO,Lucknow,Uttar Pradesh,2026-08-26T22:00,26.2,97,11.0,64,0.1,988.4
LKO,Lucknow,Uttar Pradesh,2026-08-26T23:00,25.8,98,3.0,123,3.0,989.2
LKO,Lucknow,Uttar Pradesh,2026-08-27T00:00,25.5,98,6.2,73,3.0,988.2
LKO,Lucknow,Uttar Pradesh,2026-08-27T01:00,25.4,98,6.7,56,0.9,987.8
LKO,Lucknow,Uttar Pradesh,2026-08-27T02:00,25.4,98,5.5,46,0.5,987.0
LKO,Lucknow,Uttar Pradesh,2026-08-27T03:00,25.4,99,6.1,23,0.2,987.2
LKO,Lucknow,Uttar Pradesh,2026-08-27T04:00,25.5,98,6.8,55,0.1,987.2
LKO,Lucknow,Uttar Pradesh,2026-08-27T05:00,25.7,98,5.0,55,0.1,987.5
LKO,Lucknow,Uttar Pradesh,2026-08-27T06:00,25.7,98,6.1,58,0.1,988.1
LKO,Lucknow,Uttar Pradesh,2026-08-27T07:00,26.1,95,6.1,30,3.6,989.4
LKO,Lucknow,Uttar Pradesh,2026-08-27T08:00,26.1,95,9.4,60,1.0,989.6
LKO,Lucknow,Uttar Pradesh,2026-08-27T09:00,27.5,88,10.9,68,0.5,989.5
LKO,Lucknow,Uttar Pradesh,2026-08-27T10:00,29.4,79,8.1,69,0.3,989.5
LKO,Lucknow,Uttar Pradesh,2026-08-27T11:00,30.0,76,6.4,74,0.4,988.8
LKO,Lucknow,Uttar Pradesh,2026-08-27T12:00,30.8,71,5.7,66,0.2,987.8
LKO,Lucknow,Uttar Pradesh,2026-08-27T13:00,31.2,71,4.0,63,0.3,986.6
LKO,Lucknow,Uttar Pradesh,2026-08-27T14:00,31.3,71,3.6,6,0.0,985.6
LKO,Lucknow,Uttar Pradesh,2026-08-27T15:00,31.2,73,5.5,337,0.5,984.5
LKO,Lucknow,Uttar Pradesh,2026-08-27T16:00,30.7,76,6.0,353,0.3,984.5
LKO,Lucknow,Uttar Pradesh,2026-08-27T17:00,29.2,86,9.9,358,1.0,984.3
LKO,Lucknow,Uttar Pradesh,2026-08-27T18:00,28.5,91,3.9,347,0.1,985.3
LKO,Lucknow,Uttar Pradesh,2026-08-27T19:00,28.0,94,3.5,305,0.0,986.5
LKO,Lucknow,Uttar Pradesh,2026-08-27T20:00,27.8,95,3.7,76,0.0,987.2
LKO,Lucknow,Uttar Pradesh,2026-08-27T21:00,27.5,96,3.3,126,0.2,988.1
LKO,Lucknow,Uttar Pradesh,2026-08-27T22:00,27.3,96,4.2,97,0.3,988.2
LKO,Lucknow,Uttar Pradesh,2026-08-27T23:00,26.9,97,4.2,133,0.3,987.9
LKO,Lucknow,Uttar Pradesh,2026-08-28T00:00,26.6,98,1.8,169,0.2,987.5
LKO,Lucknow,Uttar Pradesh,2026-08-28T01:00,25.7,99,0.9,79,5.5,987.3
LKO,Lucknow,Uttar Pradesh,2026-08-28T02:00,25.8,100,1.8,354,2.0,986.9
LKO,Lucknow,Uttar Pradesh,2026-08-28T03:00,25.8,99,1.6,270,1.1,986.8
LKO,Lucknow,Uttar Pradesh,2026-08-28T04:00,25.9,98,3.6,45,0.3,986.8
LKO,Lucknow,Uttar Pradesh,2026-08-28T05:00,25.9,98,4.1,45,0.0,987.1
LKO,Lucknow,Uttar Pradesh,2026-08-28T06:00,25.8,98,0.6,214,0.5,988.2
LKO,Lucknow,Uttar Pradesh,2026-08-28T07:00,25.8,97,3.9,16,4.5,988.7
LKO,Lucknow,Uttar Pradesh,2026-08-28T08:00,26.1,96,2.9,68,1.4,989.2
LKO,Lucknow,Uttar Pradesh,2026-08-28T09:00,27.9,87,4.0,30,0.6,989.3
LKO,Lucknow,Uttar Pradesh,2026-08-28T10:00,29.3,81,4.0,21,0.3,989.1
LKO,Lucknow,Uttar Pradesh,2026-08-28T11:00,30.7,74,2.5,82,0.3,988.2
LKO,Lucknow,Uttar Pradesh,2026-08-28T12:00,31.3,72,0.6,34,0.2,987.5
LKO,Lucknow,Uttar Pradesh,2026-08-28T13:00,31.6,72,3.1,339,0.2,986.3
LKO,Lucknow,Uttar Pradesh,2026-08-28T14:00,30.9,77,5.5,328,0.4,985.4
LKO,Lucknow,Uttar Pradesh,2026-08-28T15:00,29.8,84,1.8,217,0.5,984.6
LKO,Lucknow,Uttar Pradesh,2026-08-28T16:00,28.7,90,0.8,315,2.8,985.4
LKO,Lucknow,Uttar Pradesh,2026-08-28T17:00,28.4,93,2.7,157,2.4,985.6
LKO,Lucknow,Uttar Pradesh,2026-08-28T18:00,28.1,95,2.8,153,0.4,986.3
LKO,Lucknow,Uttar Pradesh,2026-08-28T19:00,27.9,95,1.9,146,0.4,987.3
LKO,Lucknow,Uttar Pradesh,2026-08-28T20:00,27.8,96,1.0,135,0.4,988.0
LKO,Lucknow,Uttar Pradesh,2026-08-28T21:00,27.6,97,0.2,90,0.0,988.3
LKO,Lucknow,Uttar Pradesh,2026-08-28T22:00,27.4,98,0.8,333,0.0,988.4
LKO,Lucknow,Uttar Pradesh,2026-08-28T23:00,27.3,99,1.2,333,0.0,988.2
LKO,Lucknow,Uttar Pradesh,2026-08-29T00:00,27.1,99,0.7,360,0.0,987.7
LKO,Lucknow,Uttar Pradesh,2026-08-29T01:00,27.0,99,1.1,90,0.0,987.0
LKO,Lucknow,Uttar Pradesh,2026-08-29T02:00,26.8,99,2.2,114,0.0,986.6
LKO,Lucknow,Uttar Pradesh,2026-08-29T03:00,26.5,99,3.1,126,0.5,986.6
LKO,Lucknow,Uttar Pradesh,2026-08-29T04:00,26.1,100,3.8,131,0.5,986.8
LKO,Lucknow,Uttar Pradesh,2026-08-29T05:00,25.9,99,4.3,135,0.5,987.2
LKO,Lucknow,Uttar Pradesh,2026-08-29T06:00,26.1,98,4.5,133,1.4,987.8
LKO,Lucknow,Uttar Pradesh,2026-08-29T07:00,26.5,95,4.2,130,1.4,988.5
LKO,Lucknow,Uttar Pradesh,2026-08-29T08:00,27.1,92,3.9,124,1.4,989.1
LKO,Lucknow,Uttar Pradesh,2026-08-29T09:00,28.1,87,3.2,109,0.2,989.3
LKO,Lucknow,Uttar Pradesh,2026-08-29T10:00,29.3,82,2.9,83,0.2,989.4
LKO,Lucknow,Uttar Pradesh,2026-08-29T11:00,30.3,78,2.8,63,0.2,989.0
LKO,Lucknow,Uttar Pradesh,2026-08-29T12:00,30.8,77,2.4,63,0.1,988.0
LKO,Lucknow,Uttar Pradesh,2026-08-29T13:00,31.1,77,1.7,77,0.1,986.8
LKO,Lucknow,Uttar Pradesh,2026-08-29T14:00,31.0,78,0.8,117,0.1,985.9
LKO,Lucknow,Uttar Pradesh,2026-08-29T15:00,30.0,83,1.2,231,2.0,985.5
LKO,Lucknow,Uttar Pradesh,2026-08-29T16:00,28.6,90,3.0,253,2.0,985.5
LKO,Lucknow,Uttar Pradesh,2026-08-29T17:00,27.5,96,4.5,256,2.0,985.6
LKO,Lucknow,Uttar Pradesh,2026-08-29T18:00,27.2,98,5.2,256,0.0,986.1
LKO,Lucknow,Uttar Pradesh,2026-08-29T19:00,27.2,97,5.4,255,0.0,986.9
LKO,Lucknow,Uttar Pradesh,2026-08-29T20:00,27.3,97,5.1,253,0.0,987.4
LKO,Lucknow,Uttar Pradesh,2026-08-29T21:00,27.2,97,3.8,253,0.0,987.6
LKO,Lucknow,Uttar Pradesh,2026-08-29T22:00,27.2,97,2.1,250,0.0,987.7
LKO,Lucknow,Uttar Pradesh,2026-08-29T23:00,27.1,97,0.9,233,0.0,987.5
LKO,Lucknow,Uttar Pradesh,2026-08-30T00:00,27.0,98,0.9,191,0.1,987.0
LKO,Lucknow,Uttar Pradesh,2026-08-30T01:00,26.9,99,1.5,187,0.1,986.2
LKO,Lucknow,Uttar Pradesh,2026-08-30T02:00,26.7,99,1.9,202,0.1,985.8
LKO,Lucknow,Uttar Pradesh,2026-08-30T03:00,26.4,99,3.1,230,2.1,986.0
LKO,Lucknow,Uttar Pradesh,2026-08-30T04:00,26.1,98,5.0,244,2.1,986.5
LKO,Lucknow,Uttar Pradesh,2026-08-30T05:00,25.9,97,6.1,251,2.1,986.9
LKO,Lucknow,Uttar Pradesh,2026-08-30T06:00,25.9,97,5.2,254,2.5,987.4
